tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,senior_citizen,dependents,tech_support,streaming,churn
33,21.28,679.75,Month-to-month,Bank transfer,Fiber optic,0,0,0,0,1
16,71.48,1138.66,One year,Credit card,Fiber optic,0,0,0,1,0
66,119.67,7942.83,One year,Electronic check,Fiber optic,0,0,0,0,1
33,45.4,1477.28,Month-to-month,Electronic check,DSL,0,0,1,1,0
2,41.58,100.48,One year,Electronic check,DSL,0,1,1,0,1
62,91.22,5664.49,Month-to-month,Electronic check,Fiber optic,0,0,1,0,0
2,61.23,156.55,One year,Electronic check,Fiber optic,0,1,1,1,0
15,39.32,592.4,Month-to-month,Credit card,DSL,0,1,1,0,0
9,73.01,662.65,One year,Electronic check,None,0,1,0,0,0
20,100.98,2101.27,Month-to-month,Electronic check,Fiber optic,0,1,1,0,0
4,83.61,349.54,Month-to-month,Bank transfer,Fiber optic,0,0,1,0,1
24,36.41,878.87,Two year,Electronic check,Fiber optic,0,1,1,1,0
44,83.46,3587.84,Month-to-month,Credit card,DSL,0,0,1,0,0
66,112.29,7373.77,Month-to-month,Credit card,Fiber optic,1,0,0,0,1
48,31.69,1626.35,Month-to-month,Bank transfer,None,0,0,1,0,0
24,81.7,2020.04,One year,Electronic check,DSL,0,1,1,0,0
56,64.95,3624.0,One year,Electronic check,Fiber optic,0,0,0,1,0
60,82.97,4993.88,Two year,Bank transfer,Fiber optic,0,0,1,0,0
28,25.15,667.75,Month-to-month,Electronic check,None,1,0,1,1,0
11,35.61,347.31,One year,Credit card,Fiber optic,0,0,1,0,0
32,48.24,1489.83,Month-to-month,Electronic check,DSL,1,1,1,0,0
57,102.36,5798.79,Month-to-month,Electronic check,DSL,0,0,0,0,0
4,52.28,161.81,Month-to-month,Electronic check,None,0,0,1,0,0
53,47.12,2524.74,Month-to-month,Bank transfer,Fiber optic,0,0,1,1,0
40,91.58,3670.08,One year,Electronic check,Fiber optic,0,0,0,0,0
55,25.26,1442.5,Two year,Credit card,Fiber optic,1,0,0,1,0
54,45.2,2451.29,Month-to-month,Electronic check,Fiber optic,0,0,0,0,1
8,70.59,571.67,Month-to-month,Electronic check,Fiber optic,1,0,0,1,0
27,48.1,1309.05,Month-to-month,Bank transfer,None,0,0,0,1,0
60,75.77,4584.75,One year,Bank transfer,Fiber optic,0,1,1,1,1
47,76.17,3528.96,One year,Electronic check,DSL,0,1,1,0,0
62,25.54,1626.81,Month-to-month,Credit card,DSL,0,1,1,1,0
49,24.68,1208.7,One year,Credit card,DSL,0,0,1,0,0
18,96.27,1627.11,Month-to-month,Electronic check,DSL,0,0,1,0,1
30,55.91,1666.04,One year,Credit card,Fiber optic,0,0,0,0,1
30,26.41,685.27,Month-to-month,Electronic check,Fiber optic,0,0,1,0,0
22,18.4,341.16,Month-to-month,Electronic check,Fiber optic,0,0,1,0,0
56,56.08,3009.14,Two year,Bank transfer,Fiber optic,0,0,1,1,0
48,102.64,4860.99,Month-to-month,Credit card,DSL,0,0,0,1,1
71,32.56,2290.66,Month-to-month,Credit card,DSL,0,1,1,0,0
70,119.45,8313.13,Month-to-month,Credit card,DSL,1,0,0,1,1
11,12.3,172.0,Month-to-month,Electronic check,DSL,0,1,1,0,1
55,75.29,4115.22,Month-to-month,Bank transfer,DSL,0,0,1,1,1
66,86.9,5704.44,Month-to-month,Electronic check,None,0,1,0,0,0
36,68.55,2443.7,Month-to-month,Electronic check,Fiber optic,0,0,0,0,1
6,38.51,233.02,One year,Electronic check,Fiber optic,0,0,0,0,1
5,44.81,160.1,One year,Credit card,Fiber optic,1,1,1,1,1
12,70.93,903.42,Two year,Electronic check,DSL,0,1,1,0,1
63,108.49,6884.63,Month-to-month,Electronic check,DSL,0,1,1,1,1
51,56.17,2801.1,Month-to-month,Electronic check,DSL,0,0,0,1,1
49,47.93,2325.37,Month-to-month,Electronic check,Fiber optic,0,0,1,0,0
19,54.04,1044.4,Month-to-month,Electronic check,DSL,1,1,0,0,0
10,119.93,1129.95,Month-to-month,Bank transfer,Fiber optic,0,1,0,1,1
5,39.31,91.79,One year,Electronic check,DSL,0,0,1,1,1
28,28.85,849.55,Month-to-month,Bank transfer,Fiber optic,0,0,1,0,0
62,108.22,6686.22,Month-to-month,Electronic check,None,1,0,1,0,1
49,23.8,1150.61,Month-to-month,Credit card,DSL,1,1,0,1,0
26,102.34,2637.86,One year,Bank transfer,DSL,0,1,1,1,1
3,78.78,289.5,Two year,Electronic check,DSL,0,0,1,1,1
42,115.38,4750.52,Month-to-month,Electronic check,None,0,0,0,0,1
17,44.96,734.85,One year,Electronic check,DSL,0,0,1,0,1
60,104.12,6205.98,Two year,Bank transfer,DSL,0,0,1,0,0
66,19.62,1215.11,One year,Electronic check,DSL,0,0,0,1,0
45,96.06,4219.91,Month-to-month,Bank transfer,Fiber optic,1,1,1,1,1
31,45.99,1372.64,Month-to-month,Bank transfer,DSL,0,1,0,0,1
70,60.66,4255.03,Month-to-month,Bank transfer,DSL,0,0,1,0,1
47,97.68,4684.02,Month-to-month,Credit card,DSL,0,0,0,0,0
39,79.84,3137.49,Month-to-month,Electronic check,DSL,0,1,0,1,1
68,60.41,4107.88,Month-to-month,Electronic check,Fiber optic,0,1,1,0,0
59,42.19,2492.08,One year,Bank transfer,Fiber optic,0,0,0,0,0
34,93.1,3161.7,Month-to-month,Bank transfer,DSL,1,1,1,0,0
59,61.24,3641.84,One year,Electronic check,DSL,0,1,0,0,0
64,36.91,2377.73,Month-to-month,Electronic check,None,0,1,1,1,0
53,53.13,2842.96,Month-to-month,Bank transfer,None,0,0,0,1,1
15,97.56,1437.25,Month-to-month,Electronic check,None,1,0,0,1,1
53,16.45,863.83,One year,Electronic check,DSL,0,1,0,0,0
50,45.45,2244.56,Month-to-month,Bank transfer,Fiber optic,0,0,1,0,0
33,90.01,2956.28,One year,Credit card,DSL,1,1,0,1,1
66,77.39,5177.66,One year,Electronic check,Fiber optic,0,0,0,1,0
37,58.34,2127.26,One year,Electronic check,DSL,0,0,1,1,0
64,27.13,1840.37,Month-to-month,Bank transfer,Fiber optic,0,1,0,1,1
49,15.24,845.29,Month-to-month,Electronic check,DSL,0,0,0,1,0
25,54.12,1381.34,Month-to-month,Electronic check,Fiber optic,0,0,0,0,1
26,85.71,2255.04,Month-to-month,Electronic check,Fiber optic,0,0,1,0,1
21,39.47,867.6,Month-to-month,Bank transfer,DSL,1,0,0,0,1
22,109.23,2446.2,One year,Credit card,Fiber optic,0,0,1,0,1
15,78.15,1097.38,Month-to-month,Electronic check,Fiber optic,0,1,1,0,1
27,60.08,1577.97,One year,Credit card,Fiber optic,1,0,0,0,1
54,93.02,4955.8,One year,Bank transfer,None,0,1,0,1,0
1,42.96,46.99,Month-to-month,Bank transfer,Fiber optic,0,0,0,1,1
12,108.34,1327.78,Month-to-month,Electronic check,Fiber optic,0,0,1,1,1
50,50.42,2532.51,One year,Electronic check,Fiber optic,0,0,0,1,0
66,10.58,761.66,One year,Credit card,Fiber optic,0,0,0,0,0
9,117.64,1104.59,Month-to-month,Electronic check,None,0,0,0,0,1
42,64.57,2701.06,Month-to-month,Bank transfer,DSL,0,1,1,0,1
70,109.4,7626.8,Month-to-month,Bank transfer,Fiber optic,0,0,0,0,0
5,21.99,93.12,Month-to-month,Bank transfer,DSL,1,0,1,0,1
65,31.99,2193.91,One year,Credit card,Fiber optic,0,0,1,1,0
25,63.21,1602.07,Month-to-month,Electronic check,Fiber optic,1,1,0,1,0
1,108.5,99.02,One year,Credit card,Fiber optic,1,0,1,1,1
65,20.12,1345.56,Month-to-month,Electronic check,DSL,0,1,1,1,0
62,69.23,4236.28,Month-to-month,Electronic check,None,0,0,1,0,0
26,93.39,2453.62,Two year,Credit card,DSL,0,1,1,0,0
38,52.95,2010.56,Month-to-month,Credit card,Fiber optic,0,0,1,0,1
27,58.99,1614.39,Month-to-month,Electronic check,Fiber optic,0,1,0,0,0
45,112.71,5099.08,Month-to-month,Bank transfer,Fiber optic,0,1,1,1,0
64,69.07,4289.13,One year,Credit card,Fiber optic,0,0,1,0,1
52,85.9,4441.07,Month-to-month,Electronic check,Fiber optic,0,0,1,1,1
64,84.03,5404.84,Month-to-month,Electronic check,Fiber optic,0,0,0,1,1
10,108.7,1092.33,Month-to-month,Electronic check,Fiber optic,1,0,1,0,1
20,47.56,860.1,One year,Credit card,Fiber optic,1,0,0,1,1
38,70.19,2674.77,Month-to-month,Bank transfer,DSL,0,0,0,0,0
17,33.5,596.93,Month-to-month,Electronic check,Fiber optic,0,0,0,0,1
60,46.61,2840.89,Month-to-month,Bank transfer,DSL,0,1,1,0,0
22,100.4,2226.75,Month-to-month,Bank transfer,None,0,0,0,1,0
56,116.01,6400.79,Month-to-month,Credit card,DSL,0,0,0,0,1
70,46.07,3160.47,Month-to-month,Electronic check,DSL,0,0,1,1,0
28,93.79,2556.29,Two year,Electronic check,Fiber optic,0,1,1,0,1
56,69.14,3939.37,Month-to-month,Bank transfer,Fiber optic,0,1,1,1,0
6,86.19,526.61,One year,Credit card,Fiber optic,0,0,0,0,1
14,50.3,667.03,Month-to-month,Electronic check,Fiber optic,0,0,1,1,0
4,48.87,177.6,Month-to-month,Credit card,DSL,0,0,1,1,1
20,32.69,638.65,Month-to-month,Electronic check,DSL,0,0,1,1,0
10,65.16,682.68,Two year,Electronic check,Fiber optic,0,0,0,1,0
11,16.14,203.27,Month-to-month,Credit card,DSL,0,1,0,0,1
44,104.64,4582.51,Month-to-month,Bank transfer,DSL,0,0,0,0,1
26,36.84,1019.2,Month-to-month,Bank transfer,DSL,1,1,0,0,1
61,79.71,4855.04,Month-to-month,Bank transfer,Fiber optic,0,0,1,0,1
3,65.65,159.02,One year,Credit card,Fiber optic,0,0,1,0,1
40,48.22,2003.83,Month-to-month,Bank transfer,Fiber optic,0,1,0,0,1
60,113.82,6746.2,One year,Electronic check,DSL,0,1,1,0,1
13,103.39,1281.03,Month-to-month,Bank transfer,Fiber optic,1,1,1,1,1
17,90.89,1630.34,Month-to-month,Electronic check,Fiber optic,0,0,1,1,1
31,23.02,718.4,Month-to-month,Bank transfer,Fiber optic,0,1,0,1,1
51,60.86,3087.95,One year,Credit card,Fiber optic,0,0,0,1,1
9,81.62,678.63,One year,Credit card,None,0,0,1,1,0
19,20.49,367.95,Month-to-month,Credit card,DSL,0,0,1,0,1
24,86.54,2059.39,Month-to-month,Bank transfer,Fiber optic,0,1,1,0,1
4,99.81,392.49,Month-to-month,Electronic check,DSL,1,0,0,0,1
48,114.41,5381.44,Month-to-month,Credit card,Fiber optic,0,1,1,1,1
59,65.23,3840.3,Month-to-month,Electronic check,DSL,0,0,1,1,0
50,13.16,585.7,Month-to-month,Bank transfer,DSL,0,0,1,1,1
18,32.88,592.5,One year,Credit card,DSL,0,0,1,0,0
50,98.58,4922.81,Two year,Electronic check,DSL,0,0,1,0,0
21,26.32,521.65,Month-to-month,Electronic check,DSL,0,0,1,0,0
42,78.45,3216.87,Two year,Electronic check,Fiber optic,0,0,1,1,1
46,81.85,3782.85,Month-to-month,Bank transfer,Fiber optic,0,0,0,1,1
6,58.9,322.97,Month-to-month,Electronic check,Fiber optic,0,0,1,0,1
52,96.37,5028.85,Two year,Electronic check,Fiber optic,0,1,0,0,0
20,23.52,513.46,Month-to-month,Credit card,DSL,0,0,1,0,0
35,78.21,2825.55,One year,Electronic check,Fiber optic,0,1,0,0,0
48,51.85,2449.11,One year,Bank transfer,DSL,0,0,0,0,0
51,104.33,5224.16,One year,Bank transfer,None,0,0,0,1,0
29,53.59,1551.61,One year,Credit card,Fiber optic,0,1,0,1,1
11,30.77,325.34,Month-to-month,Electronic check,Fiber optic,0,1,1,1,0
69,47.89,3254.8,Month-to-month,Electronic check,Fiber optic,0,0,0,0,1
42,67.75,2827.0,Month-to-month,Electronic check,None,0,0,0,0,0
57,18.82,1086.27,Month-to-month,Electronic check,DSL,0,1,1,1,1
1,105.01,51.22,Month-to-month,Electronic check,DSL,0,1,1,0,1
26,81.63,2139.86,Two year,Credit card,DSL,0,1,1,0,1
67,44.4,3010.08,Month-to-month,Electronic check,DSL,0,0,1,0,0
27,76.89,2055.75,Month-to-month,Electronic check,Fiber optic,1,1,1,0,0
26,118.21,3125.65,Two year,Credit card,Fiber optic,1,0,1,1,1
27,76.31,2037.61,Month-to-month,Electronic check,DSL,0,0,1,0,0
67,54.69,3614.61,Month-to-month,Electronic check,DSL,0,1,1,0,0
1,84.96,96.88,Month-to-month,Electronic check,DSL,1,1,0,1,1
55,93.19,5093.4,Month-to-month,Electronic check,Fiber optic,0,1,1,0,0
51,85.53,4287.51,One year,Credit card,DSL,0,0,0,0,1
61,33.22,2046.43,Month-to-month,Electronic check,DSL,1,0,0,0,0
17,12.3,232.55,One year,Credit card,Fiber optic,0,0,1,0,0
55,44.86,2459.08,One year,Electronic check,Fiber optic,0,1,1,0,0
1,57.82,84.77,Month-to-month,Bank transfer,DSL,0,0,1,0,0
17,101.45,1697.45,Month-to-month,Electronic check,DSL,1,0,1,1,0
1,19.72,64.28,Month-to-month,Bank transfer,Fiber optic,0,0,0,0,1
63,102.8,6506.03,Month-to-month,Electronic check,DSL,1,0,0,0,0
7,16.54,94.85,Month-to-month,Bank transfer,None,0,0,1,0,1
49,44.53,2138.67,Month-to-month,Electronic check,DSL,0,0,1,0,0
63,54.44,3408.65,Month-to-month,Bank transfer,None,0,0,0,0,1
31,112.49,3533.48,Month-to-month,Bank transfer,Fiber optic,1,0,0,0,1
20,114.4,2239.75,Month-to-month,Electronic check,Fiber optic,0,0,1,0,1
8,14.48,63.28,Month-to-month,Electronic check,DSL,1,0,1,0,1
55,31.55,1763.08,One year,Electronic check,DSL,0,1,0,0,0
43,59.3,2538.84,Month-to-month,Electronic check,DSL,0,0,0,1,0
60,39.96,2339.41,Two year,Electronic check,Fiber optic,1,1,1,1,1
39,114.87,4452.68,Two year,Bank transfer,Fiber optic,0,1,0,1,0
26,77.34,2006.32,One year,Credit card,Fiber optic,0,1,0,1,1
36,45.92,1673.64,Month-to-month,Bank transfer,Fiber optic,0,1,0,1,1
23,75.97,1818.97,Month-to-month,Credit card,DSL,0,0,0,1,1
18,84.19,1569.4,Month-to-month,Credit card,Fiber optic,0,0,1,0,0
4,104.23,457.82,Month-to-month,Electronic check,Fiber optic,0,1,1,0,1
26,107.63,2793.51,Month-to-month,Credit card,Fiber optic,0,0,0,1,1
71,56.34,3943.48,Month-to-month,Bank transfer,Fiber optic,0,1,0,0,1
7,93.42,646.58,Month-to-month,Electronic check,Fiber optic,0,1,0,0,1
71,117.08,8233.94,Month-to-month,Bank transfer,DSL,0,1,0,0,1
55,68.72,3795.96,Month-to-month,Electronic check,DSL,0,0,1,1,1
61,90.48,5578.2,One year,Credit card,None,0,1,0,0,1
49,63.77,3153.88,One year,Electronic check,Fiber optic,0,0,1,1,0
55,52.09,2868.74,Two year,Credit card,Fiber optic,0,0,0,1,0
62,32.37,1966.81,Month-to-month,Bank transfer,None,0,1,0,0,1
68,20.03,1451.02,One year,Bank transfer,None,0,0,0,0,0
32,45.69,1514.43,Month-to-month,Bank transfer,DSL,0,0,1,0,0
58,49.02,2772.23,Month-to-month,Electronic check,Fiber optic,0,1,1,1,1
62,72.7,4555.06,Two year,Bank transfer,Fiber optic,0,0,1,0,0
53,83.76,4466.26,Month-to-month,Electronic check,Fiber optic,0,0,0,1,0
59,88.19,5205.49,Two year,Bank transfer,Fiber optic,0,1,0,1,1
26,94.61,2465.65,Month-to-month,Credit card,DSL,0,0,0,0,1
14,72.95,1013.53,One year,Bank transfer,DSL,1,0,1,1,0
10,66.34,713.37,Month-to-month,Credit card,Fiber optic,0,0,1,0,0
17,77.29,1298.54,One year,Credit card,DSL,1,0,0,1,1
34,87.28,2977.32,Month-to-month,Electronic check,Fiber optic,1,1,0,1,1
18,103.01,1866.79,One year,Electronic check,Fiber optic,0,0,0,0,0
11,37.71,358.24,Month-to-month,Bank transfer,Fiber optic,0,0,1,0,1
22,104.49,2413.43,One year,Credit card,Fiber optic,0,0,1,0,1
1,31.78,24.66,Month-to-month,Credit card,DSL,0,0,1,1,1
9,11.91,125.86,One year,Bank transfer,Fiber optic,0,0,1,1,1
36,97.63,3490.03,Month-to-month,Credit card,Fiber optic,0,0,1,0,1
34,35.38,1272.76,One year,Electronic check,None,0,0,1,1,0
55,102.24,5599.76,Month-to-month,Electronic check,DSL,0,0,1,0,1
19,49.24,955.45,Month-to-month,Electronic check,DSL,0,0,1,0,0
20,48.81,960.37,Month-to-month,Bank transfer,Fiber optic,0,1,0,1,1
44,105.67,4600.87,One year,Bank transfer,Fiber optic,0,0,1,0,0
37,93.48,3395.84,Month-to-month,Bank transfer,None,0,0,0,1,0
56,16.42,884.49,Month-to-month,Electronic check,Fiber optic,0,1,1,0,1
65,113.87,7392.18,One year,Bank transfer,DSL,1,0,1,1,0
16,32.92,482.31,Month-to-month,Electronic check,None,0,1,1,0,1
6,83.32,471.84,Month-to-month,Electronic check,None,0,0,0,0,1
41,113.46,4672.77,Month-to-month,Electronic check,DSL,1,1,0,1,0
41,102.66,4267.41,One year,Electronic check,Fiber optic,0,0,0,1,1
30,63.71,1840.13,Month-to-month,Electronic check,DSL,1,0,1,0,1
11,114.18,1303.13,Month-to-month,Electronic check,Fiber optic,0,0,1,0,0
37,85.43,3200.97,Month-to-month,Electronic check,DSL,0,1,1,1,1
31,37.49,1161.89,Month-to-month,Electronic check,DSL,0,0,1,1,0
4,116.07,506.17,Month-to-month,Electronic check,Fiber optic,1,0,1,0,1
46,72.39,3306.92,Month-to-month,Electronic check,Fiber optic,0,0,0,0,1
52,45.46,2423.62,Month-to-month,Bank transfer,DSL,0,1,0,0,1
46,57.8,2633.24,Month-to-month,Bank transfer,Fiber optic,1,0,0,0,0
27,31.34,771.22,One year,Electronic check,DSL,0,0,0,0,0
70,73.09,5020.1,Month-to-month,Bank transfer,DSL,1,0,0,0,0
63,72.33,4677.68,Month-to-month,Electronic check,DSL,0,0,0,1,0
29,27.56,721.03,Two year,Electronic check,DSL,1,1,1,1,0
69,55.63,3753.46,Month-to-month,Electronic check,None,0,1,1,1,0
30,39.29,1171.54,One year,Bank transfer,DSL,0,0,0,0,0
1,108.51,147.28,One year,Electronic check,None,0,1,0,0,1
39,31.43,1240.84,Month-to-month,Credit card,DSL,0,1,1,0,0
67,76.92,5165.2,Month-to-month,Electronic check,Fiber optic,1,0,0,1,1
66,80.42,5354.42,Two year,Bank transfer,None,0,0,1,0,0
41,76.41,3134.61,Month-to-month,Electronic check,DSL,0,0,1,0,0
2,51.04,115.1,Month-to-month,Electronic check,None,0,0,1,0,0
5,36.91,216.89,Month-to-month,Credit card,DSL,0,0,1,0,0
21,10.91,238.08,Month-to-month,Electronic check,Fiber optic,0,0,1,1,1
66,32.52,2087.41,Two year,Electronic check,None,0,1,1,0,0
51,99.55,5102.73,Month-to-month,Electronic check,Fiber optic,0,0,1,1,1
7,40.58,213.65,One year,Credit card,Fiber optic,0,1,0,0,1
47,68.74,3282.27,One year,Credit card,Fiber optic,0,0,1,0,0
5,42.73,224.96,Two year,Electronic check,DSL,1,0,1,0,0
65,17.07,1184.65,One year,Bank transfer,Fiber optic,1,1,1,0,0
31,56.36,1753.08,Month-to-month,Electronic check,DSL,0,0,1,0,1
19,119.16,2275.5,Month-to-month,Credit card,DSL,1,0,1,0,0
1,54.19,5.75,Two year,Credit card,None,0,1,1,1,1
40,46.7,1887.03,Month-to-month,Credit card,Fiber optic,0,0,0,0,0
48,73.03,3525.93,One year,Electronic check,Fiber optic,0,0,0,0,1
3,49.44,165.25,One year,Bank transfer,None,0,1,1,0,1
31,35.97,1100.46,Two year,Credit card,DSL,0,0,0,0,0
63,51.99,3261.71,Month-to-month,Bank transfer,Fiber optic,0,0,0,0,0
36,109.03,3880.23,Month-to-month,Credit card,DSL,1,1,1,0,0
69,25.7,1747.63,Month-to-month,Electronic check,Fiber optic,0,0,0,1,1
20,24.42,623.65,Month-to-month,Electronic check,Fiber optic,0,0,1,0,1
2,92.95,212.98,Month-to-month,Credit card,Fiber optic,0,0,1,0,1
69,30.64,2055.64,One year,Bank transfer,DSL,0,0,0,0,0
7,24.4,117.42,One year,Electronic check,Fiber optic,0,0,1,0,0
28,36.77,1053.32,Month-to-month,Electronic check,Fiber optic,0,0,1,0,0
41,107.09,4446.46,One year,Electronic check,Fiber optic,0,0,0,0,1
43,113.43,4896.24,Month-to-month,Electronic check,DSL,1,0,0,1,1
39,112.6,4432.49,Month-to-month,Electronic check,DSL,0,0,0,0,0
9,44.52,395.43,Month-to-month,Electronic check,Fiber optic,0,0,1,0,0
52,109.63,5601.28,Month-to-month,Electronic check,Fiber optic,0,0,1,1,1
22,16.97,317.99,One year,Electronic check,Fiber optic,0,0,0,0,1
26,63.0,1603.62,One year,Electronic check,Fiber optic,1,0,1,1,1
70,70.74,4899.79,Month-to-month,Credit card,Fiber optic,1,0,1,0,0
46,59.43,2819.17,Month-to-month,Electronic check,Fiber optic,1,0,0,0,1
32,117.63,3739.18,Two year,Electronic check,Fiber optic,0,1,1,1,1
55,92.96,5195.09,One year,Bank transfer,Fiber optic,0,1,1,0,0
57,62.52,3552.76,Month-to-month,Electronic check,Fiber optic,0,0,0,0,1
35,90.59,3224.11,Month-to-month,Bank transfer,DSL,0,1,1,1,1
30,93.88,2817.87,Month-to-month,Credit card,None,0,1,1,0,1
61,22.34,1396.71,Month-to-month,Electronic check,Fiber optic,0,1,0,0,0
24,45.46,1063.34,One year,Electronic check,DSL,0,0,0,0,1
24,46.03,1112.44,Month-to-month,Credit card,DSL,0,1,1,0,0
42,113.76,4792.27,Two year,Credit card,Fiber optic,0,0,1,0,0
67,103.89,6989.71,Month-to-month,Bank transfer,DSL,0,0,1,0,0
14,43.06,637.24,Two year,Electronic check,Fiber optic,1,0,1,0,0
7,118.7,852.85,Month-to-month,Bank transfer,None,0,1,0,0,0
9,17.98,231.75,Month-to-month,Electronic check,DSL,0,0,1,1,0
71,46.74,3368.02,One year,Bank transfer,Fiber optic,0,0,0,0,0
27,32.14,849.61,One year,Bank transfer,Fiber optic,0,1,0,1,1
62,67.28,4045.37,Month-to-month,Electronic check,Fiber optic,0,1,1,1,0
38,109.53,4155.87,Two year,Bank transfer,Fiber optic,0,1,0,1,1
66,96.66,6330.12,Month-to-month,Credit card,Fiber optic,1,0,0,1,1
9,14.1,83.25,Month-to-month,Credit card,None,0,0,1,1,0
9,37.32,318.97,Two year,Credit card,DSL,0,0,1,0,0
39,95.54,3710.78,Month-to-month,Electronic check,DSL,0,0,1,0,0
42,40.82,1695.62,Month-to-month,Credit card,Fiber optic,1,0,1,1,1
70,99.98,7096.67,Month-to-month,Credit card,DSL,0,0,1,0,0
46,78.49,3591.51,Two year,Bank transfer,Fiber optic,0,1,1,1,0
25,86.69,2208.4,Month-to-month,Electronic check,Fiber optic,1,0,1,1,1
22,88.56,1919.24,Month-to-month,Electronic check,Fiber optic,0,0,1,0,0
11,73.45,875.43,Month-to-month,Credit card,Fiber optic,0,0,1,1,1
19,30.29,639.03,Month-to-month,Credit card,None,0,1,0,0,1
26,99.28,2547.25,Month-to-month,Electronic check,DSL,0,0,1,0,1
24,72.01,1783.74,Two year,Electronic check,Fiber optic,1,0,0,1,1
71,89.38,6331.05,Month-to-month,Electronic check,Fiber optic,0,1,1,0,1
17,12.88,260.14,Month-to-month,Bank transfer,DSL,0,0,0,1,1
9,29.98,316.86,Month-to-month,Electronic check,Fiber optic,1,1,1,1,0
53,72.19,3841.27,Month-to-month,Electronic check,Fiber optic,0,1,1,1,0
8,98.15,868.44,One year,Credit card,DSL,0,0,0,0,1
67,49.75,3220.15,Month-to-month,Credit card,Fiber optic,0,0,0,1,0
65,92.64,5974.7,Month-to-month,Credit card,DSL,0,0,0,0,1
6,10.17,43.25,Month-to-month,Credit card,DSL,0,1,1,0,0
37,14.91,441.52,One year,Credit card,DSL,0,1,0,0,0
52,85.74,4403.91,Month-to-month,Credit card,DSL,0,1,1,1,1
16,118.61,1871.14,One year,Electronic check,Fiber optic,0,0,0,0,1
34,44.73,1554.44,Month-to-month,Credit card,None,0,0,0,0,1
53,46.98,2567.71,Month-to-month,Bank transfer,DSL,0,0,0,0,0
47,47.41,2237.81,Two year,Bank transfer,None,0,0,1,1,0
49,73.78,3615.43,Two year,Electronic check,Fiber optic,0,1,1,1,0
52,53.39,2782.36,Two year,Electronic check,DSL,0,0,1,1,1
57,50.06,2789.8,Month-to-month,Electronic check,DSL,1,0,1,0,1
45,94.39,4141.14,One year,Electronic check,Fiber optic,0,0,1,1,1
16,10.21,227.08,One year,Bank transfer,Fiber optic,0,1,0,0,0
19,105.77,2017.58,Two year,Electronic check,DSL,0,0,0,1,1
65,91.52,5933.16,One year,Electronic check,None,1,0,1,0,0
54,115.24,6240.73,Two year,Credit card,Fiber optic,1,0,1,1,0
54,102.53,5572.67,Two year,Electronic check,DSL,0,1,1,1,1
59,97.31,5686.44,Month-to-month,Electronic check,DSL,1,0,0,1,0
67,42.22,2927.14,Month-to-month,Credit card,None,0,0,1,1,0
42,95.89,4024.89,Month-to-month,Bank transfer,DSL,1,0,1,0,1
2,75.71,108.81,One year,Electronic check,Fiber optic,0,1,0,0,1
56,48.44,2783.6,One year,Bank transfer,Fiber optic,0,0,0,1,0
55,99.09,5504.07,Month-to-month,Electronic check,Fiber optic,0,0,1,0,0
21,63.85,1344.04,Month-to-month,Electronic check,Fiber optic,1,1,1,1,1
32,118.28,3784.94,Month-to-month,Credit card,Fiber optic,0,0,1,0,1
44,89.39,3934.82,Month-to-month,Electronic check,DSL,1,0,1,0,1
68,106.78,7302.81,One year,Bank transfer,Fiber optic,0,0,0,1,0
14,109.15,1586.51,Two year,Electronic check,Fiber optic,0,0,1,0,0
70,74.35,5154.66,Month-to-month,Electronic check,Fiber optic,0,1,1,0,0
21,108.19,2414.19,Month-to-month,Electronic check,DSL,0,1,1,1,1
40,75.72,3055.05,Month-to-month,Electronic check,Fiber optic,1,1,0,1,0
68,66.26,4556.33,One year,Credit card,DSL,0,1,0,0,0
15,119.46,1817.78,Month-to-month,Electronic check,Fiber optic,0,1,0,0,1
20,86.57,1793.6,One year,Bank transfer,Fiber optic,1,1,1,0,1
44,85.97,3776.63,One year,Credit card,Fiber optic,1,0,1,0,1
39,118.71,4598.06,Month-to-month,Electronic check,Fiber optic,0,1,1,0,0
17,79.2,1323.63,One year,Credit card,DSL,0,1,1,1,0
8,10.31,77.8,Month-to-month,Credit card,None,1,0,1,0,0
48,84.39,4100.55,One year,Electronic check,DSL,0,1,0,0,1
33,79.17,2645.69,Month-to-month,Bank transfer,Fiber optic,0,0,1,0,1
58,90.05,5311.87,Month-to-month,Electronic check,Fiber optic,0,0,0,1,1
57,117.22,6699.67,Month-to-month,Electronic check,Fiber optic,0,1,1,0,1
35,91.08,3249.12,Month-to-month,Credit card,Fiber optic,0,0,1,0,1
69,119.39,8189.92,Month-to-month,Credit card,Fiber optic,0,0,0,1,0
10,96.68,936.75,Month-to-month,Electronic check,Fiber optic,0,0,1,0,1
47,117.8,5537.96,Month-to-month,Credit card,Fiber optic,0,0,0,1,1
15,57.88,889.32,Month-to-month,Electronic check,Fiber optic,0,1,0,0,1
1,37.08,124.94,Two year,Electronic check,DSL,0,0,0,0,1
59,70.64,4068.44,Month-to-month,Bank transfer,Fiber optic,0,1,1,1,1
33,107.72,3551.71,Month-to-month,Bank transfer,DSL,0,1,1,0,1
11,104.56,1140.84,Month-to-month,Electronic check,DSL,1,1,1,0,0
39,83.69,3282.56,Month-to-month,Bank transfer,Fiber optic,0,1,1,0,1
63,54.39,3381.39,Month-to-month,Credit card,DSL,0,0,0,1,0
38,40.27,1533.98,Month-to-month,Electronic check,DSL,0,0,1,1,1
